Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
PrefixSum,2,16384,4000,32,256,0.040,0,0,0,0,0,784
WarpLevel,2,16384,4000,32,512,5.327,1025,512,513,0,1024,784
PrefixSum,2,16384,4000,32,512,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,32,1024,7.855,2049,1024,1025,0,2048,784
PrefixSum,2,16384,4000,32,1024,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,128,64,16.737,513,256,257,0,512,784
PrefixSum,2,16384,4000,128,64,0.041,0,0,0,0,0,784
WarpLevel,2,16384,4000,128,128,22.354,1025,512,513,0,1024,784
PrefixSum,2,16384,4000,128,128,0.039,0,0,0,0,0,784
WarpLevel,2,16384,4000,128,256,28.694,2049,1024,1025,0,2048,784
PrefixSum,2,16384,4000,128,256,0.038,0,0,0,0,0,784
WarpLevel,2,16384,4000,128,512,22.636,4098,2048,2050,0,4097,784
PrefixSum,2,16384,4000,128,512,0.040,0,0,0,0,0,784
WarpLevel,2,16384,4000,128,1024,9.905,8195,4096,4099,0,8194,784
PrefixSum,2,16384,4000,128,1024,0.041,0,0,0,0,0,784
WarpLevel,2,16384,40000,1,64,0.174,5,2,3,0,4,7962
PrefixSum,2,16384,40000,1,64,0.170,0,0,0,0,0,7962
WarpLevel,2,16384,40000,1,128,0.132,9,4,5,0,8,7962
PrefixSum,2,16384,40000,1,128,0.108,0,0,0,0,0,7962
WarpLevel,2,16384,40000,1,256,0.147,17,8,9,0,16,7962
PrefixSum,2,16384,40000,1,256,0.079,0,0,0,0,0,7962
WarpLevel,2,16384,40000,1,512,0.297,33,16,17,0,32,7962
PrefixSum,2,16384,40000,1,512,0.059,0,0,0,0,0,7962
WarpLevel,2,16384,40000,1,1024,0.850,65,32,33,0,64,7962
PrefixSum,2,16384,40000,1,1024,0.049,0,0,0,0,0,7962
WarpLevel,2,16384,40000,8,64,0.168,33,16,17,0,32,7962
PrefixSum,2,16384,40000,8,64,0.055,0,0,0,0,0,7962
WarpLevel,2,16384,40000,8,128,0.265,65,32,33,0,64,7962
PrefixSum,2,16384,40000,8,128,0.047,0,0,0,0,0,7962
WarpLevel,2,16384,40000,8,256,0.569,129,64,65,0,128,7962
PrefixSum,2,16384,40000,8,256,0.043,0,0,0,0,0,7962
WarpLevel,2,16384,40000,8,512,1.322,257,128,129,0,256,7962
PrefixSum,2,16384,40000,8,512,0.044,0,0,0,0,0,7962
WarpLevel,2,16384,40000,8,1024,2.653,513,256,257,0,512,7962
PrefixSum,2,16384,40000,8,1024,0.041,0,0,0,0,0,7962
WarpLevel,2,16384,40000,32,64,1.050,129,64,65,0,128,7962
PrefixSum,2,16384,40000,32,64,0.043,0,0,0,0,0,7962
WarpLevel,2,16384,40000,32,128,1.814,257,128,129,0,256,7962
PrefixSum,2,16384,40000,32,128,0.042,0,0,0,0,0,7962
WarpLevel,2,16384,40000,32,256,3.308,513,256,257,0,512,7962
PrefixSum,2,16384,40000,32,256,0.040,0,0,0,0,0,7962
WarpLevel,2,16384,40000,32,512,5.175,1025,512,513,0,1024,7962
PrefixSum,2,16384,40000,32,512,0.039,0,0,0,0,0,7962
WarpLevel,2,16384,40000,32,1024,8.524,2049,1024,1025,0,2048,7962
PrefixSum,2,16384,40000,32,1024,0.039,0,0,0,0,0,7962
WarpLevel,2,16384,40000,128,64,15.599,513,256,257,0,512,7962
PrefixSum,2,16384,40000,128,64,0.040,0,0,0,0,0,7962
WarpLevel,2,16384,40000,128,128,21.274,1025,512,513,0,1024,7962
PrefixSum,2,16384,40000,128,128,0.039,0,0,0,0,0,7962
WarpLevel,2,16384,40000,128,256,23.484,2049,1024,1025,0,2048,7962
PrefixSum,2,16384,40000,128,256,0.038,0,0,0,0,0,7962
WarpLevel,2,16384,40000,128,512,22.926,4098,2048,2050,0,4097,7962
PrefixSum,2,16384,40000,128,512,0.039,0,0,0,0,0,7962
WarpLevel,2,16384,40000,128,1024,10.185,8195,4096,4099,0,8194,7962
PrefixSum,2,16384,40000,128,1024,0.042,0,0,0,0,0,7962
WarpLevel,2,16384,4000000,1,64,15.937,13,2,3,8,12,799948
PrefixSum,2,16384,4000000,1,64,23.220,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,1,128,8.057,21,4,5,12,20,799948
PrefixSum,2,16384,4000000,1,128,11.819,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,1,256,4.211,33,8,9,16,32,799948
PrefixSum,2,16384,4000000,1,256,6.439,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,1,512,2.608,65,16,17,32,64,799948
PrefixSum,2,16384,4000000,1,512,3.445,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,1,1024,2.081,97,32,33,32,96,799948
PrefixSum,2,16384,4000000,1,1024,2.501,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,8,64,2.090,65,16,17,32,64,799948
PrefixSum,2,16384,4000000,8,64,3.024,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,8,128,1.278,97,32,33,32,96,799948
PrefixSum,2,16384,4000000,8,128,1.660,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,8,256,1.221,129,64,65,0,128,799948
PrefixSum,2,16384,4000000,8,256,0.906,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,8,512,2.293,257,128,129,0,256,799948
PrefixSum,2,16384,4000000,8,512,0.575,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,8,1024,3.770,513,256,257,0,512,799948
PrefixSum,2,16384,4000000,8,1024,0.491,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,32,64,1.706,129,64,65,0,128,799948
PrefixSum,2,16384,4000000,32,64,0.916,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,32,128,2.692,257,128,129,0,256,799948
PrefixSum,2,16384,4000000,32,128,0.529,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,32,256,5.588,513,256,257,0,512,799948
PrefixSum,2,16384,4000000,32,256,0.378,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,32,512,6.354,1025,512,513,0,1024,799948
PrefixSum,2,16384,4000000,32,512,0.433,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,32,1024,9.811,2049,1024,1025,0,2048,799948
PrefixSum,2,16384,4000000,32,1024,0.596,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,128,64,17.418,513,256,257,0,512,799948
PrefixSum,2,16384,4000000,128,64,0.362,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,128,128,21.185,1025,512,513,0,1024,799948
PrefixSum,2,16384,4000000,128,128,0.395,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,128,256,26.556,2049,1024,1025,0,2048,799948
PrefixSum,2,16384,4000000,128,256,0.530,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,128,512,23.040,4098,2048,2050,0,4097,799948
PrefixSum,2,16384,4000000,128,512,0.269,0,0,0,0,0,799948
WarpLevel,2,16384,4000000,128,1024,12.130,8195,4096,4099,0,8194,799948
PrefixSum,2,16384,4000000,128,1024,0.233,0,0,0,0,0,799948
WarpLevel,2,16384,40000000,1,64,152.494,19,2,3,14,18,8000738
PrefixSum,2,16384,40000000,1,64,232.385,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,1,128,76.912,33,4,5,24,32,8000738
PrefixSum,2,16384,40000000,1,128,118.417,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,1,256,41.371,57,8,9,40,56,8000738
PrefixSum,2,16384,40000000,1,256,60.494,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,1,512,21.437,97,16,17,64,96,8000738
PrefixSum,2,16384,40000000,1,512,33.469,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,1,1024,13.229,193,32,33,128,192,8000738
PrefixSum,2,16384,40000000,1,1024,23.780,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,8,64,20.038,97,16,17,64,96,8000738
PrefixSum,2,16384,40000000,8,64,29.161,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,8,128,10.718,193,32,33,128,192,8000738
PrefixSum,2,16384,40000000,8,128,14.894,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,8,256,6.223,321,64,65,192,320,8000738
PrefixSum,2,16384,40000000,8,256,7.966,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,8,512,5.464,513,128,129,256,512,8000738
PrefixSum,2,16384,40000000,8,512,4.639,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,8,1024,6.265,769,256,257,256,768,8000738
PrefixSum,2,16384,40000000,8,1024,3.584,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,32,64,6.464,321,64,65,192,320,8000738
PrefixSum,2,16384,40000000,32,64,7.722,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,32,128,5.634,513,128,129,256,512,8000738
PrefixSum,2,16384,40000000,32,128,4.235,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,32,256,5.488,769,256,257,256,768,8000738
PrefixSum,2,16384,40000000,32,256,2.746,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,32,512,9.692,1025,512,513,0,1024,8000738
PrefixSum,2,16384,40000000,32,512,4.350,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,32,1024,18.567,2049,1024,1025,0,2048,8000738
PrefixSum,2,16384,40000000,32,1024,7.517,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,128,64,17.828,769,256,257,256,768,8000738
PrefixSum,2,16384,40000000,128,64,2.572,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,128,128,30.561,1025,512,513,0,1024,8000738
PrefixSum,2,16384,40000000,128,128,4.101,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,128,256,43.267,2049,1024,1025,0,2048,8000738
PrefixSum,2,16384,40000000,128,256,7.106,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,128,512,15.967,4098,2048,2050,0,4097,8000738
PrefixSum,2,16384,40000000,128,512,6.681,0,0,0,0,0,8000738
WarpLevel,2,16384,40000000,128,1024,14.026,8195,4096,4099,0,8194,8000738
PrefixSum,2,16384,40000000,128,1024,6.551,0,0,0,0,0,8000738
WarpLevel,2,16384,400000000,1,64,1531.945,27,2,3,22,26,80000786
PrefixSum,2,16384,400000000,1,64,2323.197,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,1,128,767.957,49,4,5,40,48,80000786
PrefixSum,2,16384,400000000,1,128,1175.998,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,1,256,393.114,89,8,9,72,88,80000786
PrefixSum,2,16384,400000000,1,256,604.556,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,1,512,204.461,161,16,17,128,160,80000786
PrefixSum,2,16384,400000000,1,512,334.041,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,1,1024,116.032,289,32,33,224,288,80000786
PrefixSum,2,16384,400000000,1,1024,235.847,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,8,64,194.634,161,16,17,128,160,80000786
PrefixSum,2,16384,400000000,8,64,296.120,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,8,128,101.004,289,32,33,224,288,80000786
PrefixSum,2,16384,400000000,8,128,148.721,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,8,256,54.888,513,64,65,384,512,80000786
PrefixSum,2,16384,400000000,8,256,78.290,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,8,512,33.193,897,128,129,640,896,80000786
PrefixSum,2,16384,400000000,8,512,45.898,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,8,1024,33.096,1538,256,258,1024,1537,80000786
PrefixSum,2,16384,400000000,8,1024,35.422,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,32,64,52.299,513,64,65,384,512,80000786
PrefixSum,2,16384,400000000,32,64,76.319,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,32,128,31.752,897,128,129,640,896,80000786
PrefixSum,2,16384,400000000,32,128,42.074,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,32,256,22.174,1538,256,258,1024,1537,80000786
PrefixSum,2,16384,400000000,32,256,27.391,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,32,512,23.961,2562,512,514,1536,2561,80000786
PrefixSum,2,16384,400000000,32,512,45.113,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,32,1024,28.314,4099,1024,1027,2048,4098,80000786
PrefixSum,2,16384,400000000,32,1024,78.303,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,128,64,34.611,1538,256,258,1024,1537,80000786
PrefixSum,2,16384,400000000,128,64,26.227,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,128,128,37.325,2562,512,514,1536,2561,80000786
PrefixSum,2,16384,400000000,128,128,42.259,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,128,256,32.495,4099,1024,1027,2048,4098,80000786
PrefixSum,2,16384,400000000,128,256,73.067,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,128,512,26.095,6147,2048,2051,2048,6146,80000786
PrefixSum,2,16384,400000000,128,512,71.424,0,0,0,0,0,80000786
WarpLevel,2,16384,400000000,128,1024,33.612,12292,4096,4100,4096,12291,80000786
PrefixSum,2,16384,400000000,128,1024,71.133,0,0,0,0,0,80000786
WarpLevel,5,16384,4000,1,64,0.083,5,2,3,0,4,784
PrefixSum,5,16384,4000,1,64,0.068,0,0,0,0,0,784
WarpLevel,5,16384,4000,1,128,0.081,9,4,5,0,8,784
PrefixSum,5,16384,4000,1,128,0.052,0,0,0,0,0,784
WarpLevel,5,16384,4000,1,256,0.117,17,8,9,0,16,784
PrefixSum,5,16384,4000,1,256,0.046,0,0,0,0,0,784
WarpLevel,5,16384,4000,1,512,0.277,33,16,17,0,32,784
PrefixSum,5,16384,4000,1,512,0.043,0,0,0,0,0,784
WarpLevel,5,16384,4000,1,1024,0.898,65,32,33,0,64,784
PrefixSum,5,16384,4000,1,1024,0.046,0,0,0,0,0,784
WarpLevel,5,16384,4000,8,64,0.167,33,16,17,0,32,784
PrefixSum,5,16384,4000,8,64,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,8,128,0.246,65,32,33,0,64,784
PrefixSum,5,16384,4000,8,128,0.040,0,0,0,0,0,784
WarpLevel,5,16384,4000,8,256,0.477,129,64,65,0,128,784
PrefixSum,5,16384,4000,8,256,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,8,512,1.438,257,128,129,0,256,784
PrefixSum,5,16384,4000,8,512,0.042,0,0,0,0,0,784
WarpLevel,5,16384,4000,8,1024,2.444,513,256,257,0,512,784
PrefixSum,5,16384,4000,8,1024,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,32,64,0.981,129,64,65,0,128,784
PrefixSum,5,16384,4000,32,64,0.040,0,0,0,0,0,784
WarpLevel,5,16384,4000,32,128,2.025,257,128,129,0,256,784
PrefixSum,5,16384,4000,32,128,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,32,256,3.563,513,256,257,0,512,784
PrefixSum,5,16384,4000,32,256,0.040,0,0,0,0,0,784
WarpLevel,5,16384,4000,32,512,4.448,1025,512,513,0,1024,784
PrefixSum,5,16384,4000,32,512,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,32,1024,7.714,2049,1024,1025,0,2048,784
PrefixSum,5,16384,4000,32,1024,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,128,64,15.662,513,256,257,0,512,784
PrefixSum,5,16384,4000,128,64,0.040,0,0,0,0,0,784
WarpLevel,5,16384,4000,128,128,22.397,1025,512,513,0,1024,784
PrefixSum,5,16384,4000,128,128,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,128,256,24.070,2049,1024,1025,0,2048,784
PrefixSum,5,16384,4000,128,256,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,128,512,24.930,4098,2048,2050,0,4097,784
PrefixSum,5,16384,4000,128,512,0.041,0,0,0,0,0,784
WarpLevel,5,16384,4000,128,1024,10.979,8195,4096,4099,0,8194,784
PrefixSum,5,16384,4000,128,1024,0.043,0,0,0,0,0,784
WarpLevel,5,16384,40000,1,64,0.259,5,2,3,0,4,7962
PrefixSum,5,16384,40000,1,64,0.319,0,0,0,0,0,7962
WarpLevel,5,16384,40000,1,128,0.178,9,4,5,0,8,7962
PrefixSum,5,16384,40000,1,128,0.184,0,0,0,0,0,7962
WarpLevel,5,16384,40000,1,256,0.171,17,8,9,0,16,7962
PrefixSum,5,16384,40000,1,256,0.115,0,0,0,0,0,7962
WarpLevel,5,16384,40000,1,512,0.302,33,16,17,0,32,7962
PrefixSum,5,16384,40000,1,512,0.078,0,0,0,0,0,7962
WarpLevel,5,16384,40000,1,1024,0.842,65,32,33,0,64,7962
PrefixSum,5,16384,40000,1,1024,0.061,0,0,0,0,0,7962
WarpLevel,5,16384,40000,8,64,0.186,33,16,17,0,32,7962
PrefixSum,5,16384,40000,8,64,0.073,0,0,0,0,0,7962
WarpLevel,5,16384,40000,8,128,0.294,65,32,33,0,64,7962
PrefixSum,5,16384,40000,8,128,0.064,0,0,0,0,0,7962
WarpLevel,5,16384,40000,8,256,0.520,129,64,65,0,128,7962
PrefixSum,5,16384,40000,8,256,0.048,0,0,0,0,0,7962
WarpLevel,5,16384,40000,8,512,1.292,257,128,129,0,256,7962
PrefixSum,5,16384,40000,8,512,0.045,0,0,0,0,0,7962
WarpLevel,5,16384,40000,8,1024,2.973,513,256,257,0,512,7962
PrefixSum,5,16384,40000,8,1024,0.043,0,0,0,0,0,7962
WarpLevel,5,16384,40000,32,64,0.997,129,64,65,0,128,7962
PrefixSum,5,16384,40000,32,64,0.047,0,0,0,0,0,7962
WarpLevel,5,16384,40000,32,128,2.030,257,128,129,0,256,7962
PrefixSum,5,16384,40000,32,128,0.044,0,0,0,0,0,7962
WarpLevel,5,16384,40000,32,256,3.413,513,256,257,0,512,7962
PrefixSum,5,16384,40000,32,256,0.043,0,0,0,0,0,7962
WarpLevel,5,16384,40000,32,512,5.240,1025,512,513,0,1024,7962
PrefixSum,5,16384,40000,32,512,0.041,0,0,0,0,0,7962
WarpLevel,5,16384,40000,32,1024,8.434,2049,1024,1025,0,2048,7962
PrefixSum,5,16384,40000,32,1024,0.041,0,0,0,0,0,7962
WarpLevel,5,16384,40000,128,64,15.166,513,256,257,0,512,7962
PrefixSum,5,16384,40000,128,64,0.044,0,0,0,0,0,7962
WarpLevel,5,16384,40000,128,128,21.745,1025,512,513,0,1024,7962
PrefixSum,5,16384,40000,128,128,0.043,0,0,0,0,0,7962
WarpLevel,5,16384,40000,128,256,27.407,2049,1024,1025,0,2048,7962
PrefixSum,5,16384,40000,128,256,0.042,0,0,0,0,0,7962
WarpLevel,5,16384,40000,128,512,22.090,4098,2048,2050,0,4097,7962
PrefixSum,5,16384,40000,128,512,0.041,0,0,0,0,0,7962
WarpLevel,5,16384,40000,128,1024,9.714,8195,4096,4099,0,8194,7962
PrefixSum,5,16384,40000,128,1024,0.043,0,0,0,0,0,7962
WarpLevel,5,16384,4000000,1,64,30.937,13,2,3,8,12,799948
PrefixSum,5,16384,4000000,1,64,53.700,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,1,128,15.945,21,4,5,12,20,799948
PrefixSum,5,16384,4000000,1,128,26.632,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,1,256,8.060,33,8,9,16,32,799948
PrefixSum,5,16384,4000000,1,256,14.079,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,1,512,4.450,65,16,17,32,64,799948
PrefixSum,5,16384,4000000,1,512,7.305,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,1,1024,3.233,97,32,33,32,96,799948
PrefixSum,5,16384,4000000,1,1024,4.266,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,8,64,3.983,65,16,17,32,64,799948
PrefixSum,5,16384,4000000,8,64,6.730,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,8,128,2.239,97,32,33,32,96,799948
PrefixSum,5,16384,4000000,8,128,3.471,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,8,256,1.801,129,64,65,0,128,799948
PrefixSum,5,16384,4000000,8,256,1.846,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,8,512,2.647,257,128,129,0,256,799948
PrefixSum,5,16384,4000000,8,512,1.077,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,8,1024,3.018,513,256,257,0,512,799948
PrefixSum,5,16384,4000000,8,1024,0.861,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,32,64,2.227,129,64,65,0,128,799948
PrefixSum,5,16384,4000000,32,64,1.816,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,32,128,3.237,257,128,129,0,256,799948
PrefixSum,5,16384,4000000,32,128,1.010,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,32,256,5.604,513,256,257,0,512,799948
PrefixSum,5,16384,4000000,32,256,0.653,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,32,512,9.896,1025,512,513,0,1024,799948
PrefixSum,5,16384,4000000,32,512,0.583,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,32,1024,11.123,2049,1024,1025,0,2048,799948
PrefixSum,5,16384,4000000,32,1024,0.792,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,128,64,18.494,513,256,257,0,512,799948
PrefixSum,5,16384,4000000,128,64,0.635,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,128,128,24.274,1025,512,513,0,1024,799948
PrefixSum,5,16384,4000000,128,128,0.572,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,128,256,29.718,2049,1024,1025,0,2048,799948
PrefixSum,5,16384,4000000,128,256,0.732,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,128,512,19.021,4098,2048,2050,0,4097,799948
PrefixSum,5,16384,4000000,128,512,0.401,0,0,0,0,0,799948
WarpLevel,5,16384,4000000,128,1024,12.447,8195,4096,4099,0,8194,799948
PrefixSum,5,16384,4000000,128,1024,0.349,0,0,0,0,0,799948
WarpLevel,5,16384,40000000,1,64,304.604,19,2,3,14,18,8000738
PrefixSum,5,16384,40000000,1,64,532.040,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,1,128,152.941,33,4,5,24,32,8000738
PrefixSum,5,16384,40000000,1,128,269.180,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,1,256,78.952,57,8,9,40,56,8000738
PrefixSum,5,16384,40000000,1,256,135.497,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,1,512,41.033,97,16,17,64,96,8000738
PrefixSum,5,16384,40000000,1,512,72.235,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,1,1024,23.647,193,32,33,128,192,8000738
PrefixSum,5,16384,40000000,1,1024,42.031,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,8,64,38.769,97,16,17,64,96,8000738
PrefixSum,5,16384,40000000,8,64,66.262,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,8,128,20.329,193,32,33,128,192,8000738
PrefixSum,5,16384,40000000,8,128,33.513,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,8,256,11.116,321,64,65,192,320,8000738
PrefixSum,5,16384,40000000,8,256,17.374,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,8,512,8.297,513,128,129,256,512,8000738
PrefixSum,5,16384,40000000,8,512,9.676,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,8,1024,8.360,769,256,257,256,768,8000738
PrefixSum,5,16384,40000000,8,1024,6.336,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,32,64,11.296,321,64,65,192,320,8000738
PrefixSum,5,16384,40000000,32,64,17.096,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,32,128,8.187,513,128,129,256,512,8000738
PrefixSum,5,16384,40000000,32,128,9.060,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,32,256,9.005,769,256,257,256,768,8000738
PrefixSum,5,16384,40000000,32,256,5.576,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,32,512,12.157,1025,512,513,0,1024,8000738
PrefixSum,5,16384,40000000,32,512,6.099,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,32,1024,20.142,2049,1024,1025,0,2048,8000738
PrefixSum,5,16384,40000000,32,1024,9.799,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,128,64,22.018,769,256,257,256,768,8000738
PrefixSum,5,16384,40000000,128,64,5.348,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,128,128,30.724,1025,512,513,0,1024,8000738
PrefixSum,5,16384,40000000,128,128,5.900,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,128,256,42.166,2049,1024,1025,0,2048,8000738
PrefixSum,5,16384,40000000,128,256,9.311,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,128,512,18.991,4098,2048,2050,0,4097,8000738
PrefixSum,5,16384,40000000,128,512,8.644,0,0,0,0,0,8000738
WarpLevel,5,16384,40000000,128,1024,19.551,8195,4096,4099,0,8194,8000738
PrefixSum,5,16384,40000000,128,1024,8.165,0,0,0,0,0,8000738
WarpLevel,5,16384,400000000,1,64,3058.836,27,2,3,22,26,80000786
PrefixSum,5,16384,400000000,1,64,5306.271,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,1,128,1528.486,49,4,5,40,48,80000786
PrefixSum,5,16384,400000000,1,128,2677.244,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,1,256,779.218,89,8,9,72,88,80000786
PrefixSum,5,16384,400000000,1,256,1356.407,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,1,512,404.425,161,16,17,128,160,80000786
PrefixSum,5,16384,400000000,1,512,722.431,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,1,1024,225.224,289,32,33,224,288,80000786
PrefixSum,5,16384,400000000,1,1024,417.060,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,8,64,386.590,161,16,17,128,160,80000786
PrefixSum,5,16384,400000000,8,64,665.818,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,8,128,196.499,289,32,33,224,288,80000786
PrefixSum,5,16384,400000000,8,128,337.312,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,8,256,104.259,513,64,65,384,512,80000786
PrefixSum,5,16384,400000000,8,256,174.431,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,8,512,59.885,897,128,129,640,896,80000786
PrefixSum,5,16384,400000000,8,512,96.361,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,8,1024,48.441,1538,256,258,1024,1537,80000786
PrefixSum,5,16384,400000000,8,1024,63.691,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,32,64,100.497,513,64,65,384,512,80000786
PrefixSum,5,16384,400000000,32,64,170.511,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,32,128,56.413,897,128,129,640,896,80000786
PrefixSum,5,16384,400000000,32,128,90.912,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,32,256,42.155,1538,256,258,1024,1537,80000786
PrefixSum,5,16384,400000000,32,256,56.517,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,32,512,31.615,2562,512,514,1536,2561,80000786
PrefixSum,5,16384,400000000,32,512,64.767,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,32,1024,54.851,4099,1024,1027,2048,4098,80000786
PrefixSum,5,16384,400000000,32,1024,102.467,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,128,64,67.048,1538,256,258,1024,1537,80000786
PrefixSum,5,16384,400000000,128,64,54.015,0,0,0,0,0,80000786
WarpLevel,5,16384,400000000,128,128,49.996,2562,512,514,1536,2561,80000786
PrefixSum,5,16384,400000000,128,128,61.203,0,0,0,0,0,80000786
