Kernel type,Num cols,Init buffer size,Num bytes,Num Blocks,Num threads,Kernel Time,Malloc Count,Kernel malloc,Vec malloc,Next buf malloc,Free,Result total len
WarpLevel (Gallatin),5,4096,40000000,32,64,14.376,385,64,65,256,384,8000738
PrefixSum,5,4096,40000000,32,64,21.836,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,40000000,32,128,7.461,769,128,129,512,768,8000738
PrefixSum,5,4096,40000000,32,128,11.607,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,40000000,32,256,6.827,1281,256,257,768,1280,8000738
PrefixSum,5,4096,40000000,32,256,6.726,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,40000000,128,64,4.099,1281,256,257,768,1280,8000738
PrefixSum,5,4096,40000000,128,64,6.600,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,40000000,128,128,3.649,2050,512,514,1024,2049,8000738
PrefixSum,5,4096,40000000,128,128,5.944,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,40000000,128,256,4.291,3074,1024,1026,1024,3073,8000738
PrefixSum,5,4096,40000000,128,256,9.338,0,0,0,0,0,8000738
WarpLevel (Gallatin),5,4096,400000000,1,64,3679.687,31,2,3,26,30,80000786
PrefixSum,5,4096,400000000,1,64,5308.634,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,1,128,1859.836,57,4,5,48,56,80000786
PrefixSum,5,4096,400000000,1,128,2680.966,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,1,256,950.410,105,8,9,88,104,80000786
PrefixSum,5,4096,400000000,1,256,1356.750,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,8,64,464.564,193,16,17,160,192,80000786
PrefixSum,5,4096,400000000,8,64,666.117,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,8,128,233.876,353,32,33,288,352,80000786
PrefixSum,5,4096,400000000,8,128,337.413,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,8,256,121.321,641,64,65,512,640,80000786
PrefixSum,5,4096,400000000,8,256,174.173,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,32,64,117.816,641,64,65,512,640,80000786
PrefixSum,5,4096,400000000,32,64,170.590,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,32,128,62.264,1153,128,129,896,1152,80000786
PrefixSum,5,4096,400000000,32,128,91.154,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,32,256,60.862,2050,256,258,1536,2049,80000786
PrefixSum,5,4096,400000000,32,256,56.240,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,128,64,33.564,2050,256,258,1536,2049,80000786
PrefixSum,5,4096,400000000,128,64,53.777,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,128,128,33.264,3587,512,515,2560,3586,80000786
PrefixSum,5,4096,400000000,128,128,61.341,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,4096,400000000,128,256,39.711,6148,1024,1028,4096,6147,80000786
PrefixSum,5,4096,400000000,128,256,96.931,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,4000,1,64,0.083,5,2,3,0,4,784
PrefixSum,1,16384,4000,1,64,0.063,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,1,128,0.077,9,4,5,0,8,784
PrefixSum,1,16384,4000,1,128,0.058,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,1,256,0.060,17,8,9,0,16,784
PrefixSum,1,16384,4000,1,256,0.045,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,8,64,0.053,33,16,17,0,32,784
PrefixSum,1,16384,4000,8,64,0.091,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,8,128,0.058,65,32,33,0,64,784
PrefixSum,1,16384,4000,8,128,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,8,256,0.076,129,64,65,0,128,784
PrefixSum,1,16384,4000,8,256,0.042,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,32,64,0.100,129,64,65,0,128,784
PrefixSum,1,16384,4000,32,64,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,32,128,0.119,257,128,129,0,256,784
PrefixSum,1,16384,4000,32,128,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,32,256,0.169,513,256,257,0,512,784
PrefixSum,1,16384,4000,32,256,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,128,64,0.253,513,256,257,0,512,784
PrefixSum,1,16384,4000,128,64,0.040,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,128,128,0.314,1025,512,513,0,1024,784
PrefixSum,1,16384,4000,128,128,0.049,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,4000,128,256,0.442,2049,1024,1025,0,2048,784
PrefixSum,1,16384,4000,128,256,0.040,0,0,0,0,0,784
WarpLevel (Gallatin),1,16384,40000,1,64,0.172,5,2,3,0,4,7962
PrefixSum,1,16384,40000,1,64,0.113,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,1,128,0.105,9,4,5,0,8,7962
PrefixSum,1,16384,40000,1,128,0.088,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,1,256,0.077,17,8,9,0,16,7962
PrefixSum,1,16384,40000,1,256,0.062,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,8,64,0.054,33,16,17,0,32,7962
PrefixSum,1,16384,40000,8,64,0.048,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,8,128,0.052,65,32,33,0,64,7962
PrefixSum,1,16384,40000,8,128,0.043,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,8,256,0.060,129,64,65,0,128,7962
PrefixSum,1,16384,40000,8,256,0.043,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,32,64,0.089,129,64,65,0,128,7962
PrefixSum,1,16384,40000,32,64,0.043,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,32,128,0.103,257,128,129,0,256,7962
PrefixSum,1,16384,40000,32,128,0.042,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,32,256,0.163,513,256,257,0,512,7962
PrefixSum,1,16384,40000,32,256,0.042,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,128,64,0.288,513,256,257,0,512,7962
PrefixSum,1,16384,40000,128,64,0.043,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,128,128,0.362,1025,512,513,0,1024,7962
PrefixSum,1,16384,40000,128,128,0.042,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,40000,128,256,0.506,2049,1024,1025,0,2048,7962
PrefixSum,1,16384,40000,128,256,0.040,0,0,0,0,0,7962
WarpLevel (Gallatin),1,16384,4000000,1,64,16.555,13,2,3,8,12,799948
PrefixSum,1,16384,4000000,1,64,12.456,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,1,128,8.509,21,4,5,12,20,799948
PrefixSum,1,16384,4000000,1,128,6.492,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,1,256,4.406,33,8,9,16,32,799948
PrefixSum,1,16384,4000000,1,256,3.460,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,8,64,2.228,65,16,17,32,64,799948
PrefixSum,1,16384,4000000,8,64,1.663,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,8,128,1.102,97,32,33,32,96,799948
PrefixSum,1,16384,4000000,8,128,1.045,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,8,256,0.601,129,64,65,0,128,799948
PrefixSum,1,16384,4000000,8,256,0.597,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,32,64,0.591,129,64,65,0,128,799948
PrefixSum,1,16384,4000000,32,64,0.537,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,32,128,0.351,257,128,129,0,256,799948
PrefixSum,1,16384,4000000,32,128,0.379,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,32,256,0.355,513,256,257,0,512,799948
PrefixSum,1,16384,4000000,32,256,0.287,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,128,64,0.376,513,256,257,0,512,799948
PrefixSum,1,16384,4000000,128,64,0.367,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,128,128,0.369,1025,512,513,0,1024,799948
PrefixSum,1,16384,4000000,128,128,0.337,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,4000000,128,256,0.473,2049,1024,1025,0,2048,799948
PrefixSum,1,16384,4000000,128,256,0.476,0,0,0,0,0,799948
WarpLevel (Gallatin),1,16384,40000000,1,64,165.049,19,2,3,14,18,8000738
PrefixSum,1,16384,40000000,1,64,124.564,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,1,128,83.163,33,4,5,24,32,8000738
PrefixSum,1,16384,40000000,1,128,64.183,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,1,256,43.374,57,8,9,40,56,8000738
PrefixSum,1,16384,40000000,1,256,33.891,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,8,64,20.722,97,16,17,64,96,8000738
PrefixSum,1,16384,40000000,8,64,15.619,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,8,128,10.539,193,32,33,128,192,8000738
PrefixSum,1,16384,40000000,8,128,8.149,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,8,256,5.532,321,64,65,192,320,8000738
PrefixSum,1,16384,40000000,8,256,4.543,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,32,64,5.298,321,64,65,192,320,8000738
PrefixSum,1,16384,40000000,32,64,4.303,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,32,128,2.796,513,128,129,256,512,8000738
PrefixSum,1,16384,40000000,32,128,2.547,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,32,256,2.851,769,256,257,256,768,8000738
PrefixSum,1,16384,40000000,32,256,1.762,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,128,64,1.680,769,256,257,256,768,8000738
PrefixSum,1,16384,40000000,128,64,1.607,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,128,128,1.539,1025,512,513,0,1024,8000738
PrefixSum,1,16384,40000000,128,128,3.369,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,40000000,128,256,1.925,2049,1024,1025,0,2048,8000738
PrefixSum,1,16384,40000000,128,256,5.962,0,0,0,0,0,8000738
WarpLevel (Gallatin),1,16384,400000000,1,64,1645.749,27,2,3,22,26,80000786
PrefixSum,1,16384,400000000,1,64,1233.880,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,1,128,830.066,49,4,5,40,48,80000786
PrefixSum,1,16384,400000000,1,128,637.820,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,1,256,434.777,89,8,9,72,88,80000786
PrefixSum,1,16384,400000000,1,256,338.246,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,8,64,208.190,161,16,17,128,160,80000786
PrefixSum,1,16384,400000000,8,64,156.201,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,8,128,104.921,289,32,33,224,288,80000786
PrefixSum,1,16384,400000000,8,128,81.203,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,8,256,54.762,513,64,65,384,512,80000786
PrefixSum,1,16384,400000000,8,256,44.438,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,32,64,52.602,513,64,65,384,512,80000786
PrefixSum,1,16384,400000000,32,64,42.082,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,32,128,28.662,897,128,129,640,896,80000786
PrefixSum,1,16384,400000000,32,128,24.732,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,32,256,27.829,1538,256,258,1024,1537,80000786
PrefixSum,1,16384,400000000,32,256,17.027,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,128,64,15.271,1538,256,258,1024,1537,80000786
PrefixSum,1,16384,400000000,128,64,15.446,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,128,128,15.392,2562,512,514,1536,2561,80000786
PrefixSum,1,16384,400000000,128,128,35.027,0,0,0,0,0,80000786
WarpLevel (Gallatin),1,16384,400000000,128,256,17.898,4099,1024,1027,2048,4098,80000786
PrefixSum,1,16384,400000000,128,256,61.567,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,4000,1,64,0.048,5,2,3,0,4,784
PrefixSum,2,16384,4000,1,64,0.053,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,1,128,0.043,9,4,5,0,8,784
PrefixSum,2,16384,4000,1,128,0.045,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,1,256,0.045,17,8,9,0,16,784
PrefixSum,2,16384,4000,1,256,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,8,64,0.039,33,16,17,0,32,784
PrefixSum,2,16384,4000,8,64,0.090,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,8,128,0.044,65,32,33,0,64,784
PrefixSum,2,16384,4000,8,128,0.039,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,8,256,0.057,129,64,65,0,128,784
PrefixSum,2,16384,4000,8,256,0.040,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,32,64,0.074,129,64,65,0,128,784
PrefixSum,2,16384,4000,32,64,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,32,128,0.090,257,128,129,0,256,784
PrefixSum,2,16384,4000,32,128,0.040,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,32,256,0.138,513,256,257,0,512,784
PrefixSum,2,16384,4000,32,256,0.040,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,128,64,0.293,513,256,257,0,512,784
PrefixSum,2,16384,4000,128,64,0.042,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,128,128,0.354,1025,512,513,0,1024,784
PrefixSum,2,16384,4000,128,128,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,4000,128,256,0.514,2049,1024,1025,0,2048,784
PrefixSum,2,16384,4000,128,256,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),2,16384,40000,1,64,0.232,5,2,3,0,4,7962
PrefixSum,2,16384,40000,1,64,0.195,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,1,128,0.139,9,4,5,0,8,7962
PrefixSum,2,16384,40000,1,128,0.121,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,1,256,0.101,17,8,9,0,16,7962
PrefixSum,2,16384,40000,1,256,0.089,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,8,64,0.068,33,16,17,0,32,7962
PrefixSum,2,16384,40000,8,64,0.060,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,8,128,0.063,65,32,33,0,64,7962
PrefixSum,2,16384,40000,8,128,0.050,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,8,256,0.077,129,64,65,0,128,7962
PrefixSum,2,16384,40000,8,256,0.047,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,32,64,0.094,129,64,65,0,128,7962
PrefixSum,2,16384,40000,32,64,0.046,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,32,128,0.110,257,128,129,0,256,7962
PrefixSum,2,16384,40000,32,128,0.044,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,32,256,0.168,513,256,257,0,512,7962
PrefixSum,2,16384,40000,32,256,0.043,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,128,64,0.261,513,256,257,0,512,7962
PrefixSum,2,16384,40000,128,64,0.044,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,128,128,0.322,1025,512,513,0,1024,7962
PrefixSum,2,16384,40000,128,128,0.042,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,40000,128,256,0.485,2049,1024,1025,0,2048,7962
PrefixSum,2,16384,40000,128,256,0.042,0,0,0,0,0,7962
WarpLevel (Gallatin),2,16384,4000000,1,64,21.879,13,2,3,8,12,799948
PrefixSum,2,16384,4000000,1,64,23.148,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,1,128,11.031,21,4,5,12,20,799948
PrefixSum,2,16384,4000000,1,128,11.776,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,1,256,5.731,33,8,9,16,32,799948
PrefixSum,2,16384,4000000,1,256,6.165,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,8,64,2.789,65,16,17,32,64,799948
PrefixSum,2,16384,4000000,8,64,3.014,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,8,128,1.425,97,32,33,32,96,799948
PrefixSum,2,16384,4000000,8,128,1.596,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,8,256,0.761,129,64,65,0,128,799948
PrefixSum,2,16384,4000000,8,256,0.898,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,32,64,0.757,129,64,65,0,128,799948
PrefixSum,2,16384,4000000,32,64,0.871,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,32,128,0.434,257,128,129,0,256,799948
PrefixSum,2,16384,4000000,32,128,1.587,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,32,256,0.442,513,256,257,0,512,799948
PrefixSum,2,16384,4000000,32,256,0.413,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,128,64,0.423,513,256,257,0,512,799948
PrefixSum,2,16384,4000000,128,64,0.364,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,128,128,0.410,1025,512,513,0,1024,799948
PrefixSum,2,16384,4000000,128,128,0.414,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,4000000,128,256,0.563,2049,1024,1025,0,2048,799948
PrefixSum,2,16384,4000000,128,256,0.603,0,0,0,0,0,799948
WarpLevel (Gallatin),2,16384,40000000,1,64,217.776,19,2,3,14,18,8000738
PrefixSum,2,16384,40000000,1,64,232.088,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,1,128,109.496,33,4,5,24,32,8000738
PrefixSum,2,16384,40000000,1,128,117.407,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,1,256,56.578,57,8,9,40,56,8000738
PrefixSum,2,16384,40000000,1,256,60.312,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,8,64,27.287,97,16,17,64,96,8000738
PrefixSum,2,16384,40000000,8,64,29.064,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,8,128,13.811,193,32,33,128,192,8000738
PrefixSum,2,16384,40000000,8,128,14.839,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,8,256,7.209,321,64,65,192,320,8000738
PrefixSum,2,16384,40000000,8,256,8.699,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,32,64,6.956,321,64,65,192,320,8000738
PrefixSum,2,16384,40000000,32,64,7.710,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,32,128,3.665,513,128,129,256,512,8000738
PrefixSum,2,16384,40000000,32,128,4.218,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,32,256,3.668,769,256,257,256,768,8000738
PrefixSum,2,16384,40000000,32,256,2.733,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,128,64,2.137,769,256,257,256,768,8000738
PrefixSum,2,16384,40000000,128,64,2.576,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,128,128,1.988,1025,512,513,0,1024,8000738
PrefixSum,2,16384,40000000,128,128,4.126,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,40000000,128,256,2.463,2049,1024,1025,0,2048,8000738
PrefixSum,2,16384,40000000,128,256,7.110,0,0,0,0,0,8000738
WarpLevel (Gallatin),2,16384,400000000,1,64,2175.446,27,2,3,22,26,80000786
PrefixSum,2,16384,400000000,1,64,2315.371,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,1,128,1094.190,49,4,5,40,48,80000786
PrefixSum,2,16384,400000000,1,128,1172.657,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,1,256,564.675,89,8,9,72,88,80000786
PrefixSum,2,16384,400000000,1,256,602.627,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,8,64,272.129,161,16,17,128,160,80000786
PrefixSum,2,16384,400000000,8,64,291.283,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,8,128,138.245,289,32,33,224,288,80000786
PrefixSum,2,16384,400000000,8,128,148.456,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,8,256,71.187,513,64,65,384,512,80000786
PrefixSum,2,16384,400000000,8,256,78.102,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,32,64,69.290,513,64,65,384,512,80000786
PrefixSum,2,16384,400000000,32,64,75.617,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,32,128,36.520,897,128,129,640,896,80000786
PrefixSum,2,16384,400000000,32,128,41.607,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,32,256,35.870,1538,256,258,1024,1537,80000786
PrefixSum,2,16384,400000000,32,256,27.164,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,128,64,20.039,1538,256,258,1024,1537,80000786
PrefixSum,2,16384,400000000,128,64,25.503,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,128,128,19.847,2562,512,514,1536,2561,80000786
PrefixSum,2,16384,400000000,128,128,43.150,0,0,0,0,0,80000786
WarpLevel (Gallatin),2,16384,400000000,128,256,23.740,4099,1024,1027,2048,4098,80000786
PrefixSum,2,16384,400000000,128,256,73.597,0,0,0,0,0,80000786
WarpLevel (Gallatin),5,16384,4000,1,64,0.056,5,2,3,0,4,784
PrefixSum,5,16384,4000,1,64,0.068,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,1,128,0.046,9,4,5,0,8,784
PrefixSum,5,16384,4000,1,128,0.117,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,1,256,0.055,17,8,9,0,16,784
PrefixSum,5,16384,4000,1,256,0.047,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,8,64,0.040,33,16,17,0,32,784
PrefixSum,5,16384,4000,8,64,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,8,128,0.044,65,32,33,0,64,784
PrefixSum,5,16384,4000,8,128,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,8,256,0.057,129,64,65,0,128,784
PrefixSum,5,16384,4000,8,256,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,32,64,0.075,129,64,65,0,128,784
PrefixSum,5,16384,4000,32,64,0.045,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,32,128,0.090,257,128,129,0,256,784
PrefixSum,5,16384,4000,32,128,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,32,256,0.137,513,256,257,0,512,784
PrefixSum,5,16384,4000,32,256,0.041,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,128,64,0.291,513,256,257,0,512,784
PrefixSum,5,16384,4000,128,64,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,128,128,0.321,1025,512,513,0,1024,784
PrefixSum,5,16384,4000,128,128,0.043,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,4000,128,256,0.448,2049,1024,1025,0,2048,784
PrefixSum,5,16384,4000,128,256,0.042,0,0,0,0,0,784
WarpLevel (Gallatin),5,16384,40000,1,64,0.275,5,2,3,0,4,7962
PrefixSum,5,16384,40000,1,64,0.320,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,1,128,0.176,9,4,5,0,8,7962
PrefixSum,5,16384,40000,1,128,0.185,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,1,256,0.104,17,8,9,0,16,7962
PrefixSum,5,16384,40000,1,256,0.115,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,8,64,0.072,33,16,17,0,32,7962
PrefixSum,5,16384,40000,8,64,0.075,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,8,128,0.056,65,32,33,0,64,7962
PrefixSum,5,16384,40000,8,128,0.057,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,8,256,0.063,129,64,65,0,128,7962
PrefixSum,5,16384,40000,8,256,0.050,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,32,64,0.078,129,64,65,0,128,7962
PrefixSum,5,16384,40000,32,64,0.048,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,32,128,0.089,257,128,129,0,256,7962
PrefixSum,5,16384,40000,32,128,0.045,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,32,256,0.155,513,256,257,0,512,7962
PrefixSum,5,16384,40000,32,256,0.045,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,128,64,0.280,513,256,257,0,512,7962
PrefixSum,5,16384,40000,128,64,0.050,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,128,128,0.353,1025,512,513,0,1024,7962
PrefixSum,5,16384,40000,128,128,0.044,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,40000,128,256,0.530,2049,1024,1025,0,2048,7962
PrefixSum,5,16384,40000,128,256,0.045,0,0,0,0,0,7962
WarpLevel (Gallatin),5,16384,4000000,1,64,37.795,13,2,3,8,12,799948
PrefixSum,5,16384,4000000,1,64,52.958,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,1,128,18.614,21,4,5,12,20,799948
PrefixSum,5,16384,4000000,1,128,26.666,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,1,256,9.521,33,8,9,16,32,799948
PrefixSum,5,16384,4000000,1,256,13.582,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,8,64,4.682,65,16,17,32,64,799948
PrefixSum,5,16384,4000000,8,64,6.712,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,8,128,2.378,97,32,33,32,96,799948
PrefixSum,5,16384,4000000,8,128,3.454,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,8,256,1.246,129,64,65,0,128,799948
PrefixSum,5,16384,4000000,8,256,1.842,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,32,64,1.217,129,64,65,0,128,799948
PrefixSum,5,16384,4000000,32,64,1.805,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,32,128,0.667,257,128,129,0,256,799948
PrefixSum,5,16384,4000000,32,128,1.008,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,32,256,0.765,513,256,257,0,512,799948
PrefixSum,5,16384,4000000,32,256,0.732,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,128,64,0.558,513,256,257,0,512,799948
PrefixSum,5,16384,4000000,128,64,0.667,0,0,0,0,0,799948
WarpLevel (Gallatin),5,16384,4000000,128,128,0.496,1025,512,513,0,1024,799948
PrefixSum,5,16384,4000000,128,128,0.531,0,0,0,0,0,799948
